"가락시장",62,0,0,0,0,169,520,1535,1588,1243,933,912,885,816,860,954,1108,1326,2025,1054,827,776,668,312,18573,1157.223,868.944,38
"가산디지털단지",125,0,0,0,0,220,354,951,976,721,819,947,1211,1419,1518,1701,2033,4497,13085,7480,4607,4720,2975,1135,51494,390.518,763.918,17
"강남",855,0,0,0,5,410,1093,2551,4148,2956,2665,3528,4052,5192,4592,5791,6600,9027,15423,11076,8572,11043,11377,4291,115247,889.279,908.681,2
"강남구청",113,0,0,0,0,95,239,480,649,527,487,554,549,628,639,1031,1064,1528,3597,2732,1711,1873,1520,824,20840,985.804,752.112,7
"강동",28,0,0,0,0,395,964,3336,4016,1864,1082,855,907,760,696,709,891,1388,1802,1062,648,556,446,156,22561,1264.418,716.373,5
"강동구청",17,0,0,0,0,173,474,1732,1999,890,592,473,472,508,405,578,597,670,1295,686,461,383,291,83,12779,1194.134,748.703,8
"강변",129,0,0,0,4,427,1506,5315,7409,4108,2970,2461,2279,2169,2106,2126,2363,2865,3338,2669,1986,1554,1347,548,49679,1096.235,670.037,2
"개화산",15,0,0,0,0,142,426,1360,1031,483,281,247,353,333,273,267,289,390,733,368,258,157,148,62,7616,201.505,530.358,5
"거여",7,0,0,0,0,196,516,1816,1467,629,380,320,342,272,270,277,510,396,572,319,214,159,128,51,8841,1314.81,896.19,5
"건대입구",482,0,0,0,11,783,1423,4355,6601,3759,2227,2034,2201,2522,2441,2959,3395,4300,5210,3944,4094,4687,4674,2451,64553,1077.788,603.785,27
"경복궁",79,0,0,0,1,93,288,855,1155,919,736,827,926,1262,1224,1621,2280,3121,4750,2159,1590,1756,1470,470,27582,719.128,313.009,3
"경찰병원",10,0,0,0,0,76,335,1227,1083,600,444,399,363,337,361,394,378,521,950,366,287,279,214,100,8724,1241.478,840.421,3
"고덕",23,0,0,0,0,124,527,1426,1093,645,441,470,514,392,427,478,801,745,728,349,277,276,303,115,10154,1355.677,671.859,5
"고려대",23,0,0,0,0,149,353,1326,1547,639,400,330,415,564,369,751,840,1115,1267,650,559,860,610,233,13000,1025.302,331.115,6
"고속터미널",194,0,0,0,0,327,547,1992,3062,2986,2853,3027,3490,3811,4081,4501,4798,5586,6789,5919,6332,4682,3448,1650,70075,850.837,837.545,37
"공덕",141,0,0,0,0,269,647,2012,2719,1501,1137,1278,1404,1546,1471,1624,2159,2634,6548,4035,2621,2484,1892,886,39008,620.999,617.697,56
"공릉",71,0,0,0,0,261,590,2230,2135,939,649,528,649,626,561,597,1442,938,1354,790,525,577,575,214,16251,1193.903,282.891,7
"광나루",33,0,0,0,0,179,626,2272,2734,1388,809,865,589,656,697,691,941,1056,1539,992,598,599,523,167,17954,1137.21,656.679,5
"광명사거리",46,0,0,0,0,878,1919,6089,6374,2730,1396,1191,1196,1189,985,884,1125,1314,1493,1108,727,726,555,252,32177,330.852,768.553,7
"광화문",102,0,0,0,0,33,205,577,773,726,717,958,1128,1752,1717,1735,2318,3654,8781,4354,3223,3576,3089,952,40370,683.564,369.616,5
"광흥창",26,0,0,0,0,108,353,961,1125,716,447,516,542,582,418,471,521,828,1417,871,508,453,377,135,11375,539.321,601.189,6
"교대",324,0,0,0,3,169,746,1896,2727,2168,2122,2467,2359,3199,3475,3995,3919,5710,10248,5703,4222,4907,6088,1860,68307,846.203,910.047,23
"구로디지털단지",224,0,0,0,6,1786,2599,7844,9528,4897,2631,2226,2335,2388,2021,2137,2593,3769,9206,6000,3510,3422,2732,1335,73189,500.574,802.592,2
"구산",14,0,0,0,0,196,487,1522,1605,721,479,338,411,348,276,455,506,508,442,262,189,208,243,82,9292,385.971,343.656,6
"구의",68,0,0,0,2,487,1136,3604,5019,2441,1300,1060,1205,1172,980,1127,1148,1482,2022,1189,755,775,685,359,28016,1093.556,637.513,2
"구파발",23,1,0,0,2,316,1331,4162,3572,1741,1065,787,643,596,568,595,946,1169,754,471,289,221,185,65,19502,331.775,313.009,3
"군자",95,0,0,0,0,448,1131,3752,4897,2137,1113,978,1061,1074,951,868,1141,1396,2096,1684,1045,1074,1158,518,28617,1137.211,608.45,57
"굽은다리",20,0,0,0,0,233,623,2163,1913,893,553,436,494,521,383,341,494,516,589,422,306,261,247,76,11484,1327.622,709.451,5
"금호",19,0,0,0,0,169,427,1422,1768,936,536,462,381,369,350,313,369,403,489,337,237,179,157,83,9406,892.776,572.028,3
"길동",15,0,0,0,0,169,412,1397,1352,616,433,368,379,414,305,321,393,506,647,379,276,250,215,58,8905,1300.476,716.373,5
"길음",58,0,0,0,3,443,1651,5738,5068,2616,1494,1183,1191,1184,1019,1334,1631,1923,2573,1637,1024,938,863,395,33966,945.448,299.641,4
"김포공항",22,0,0,0,0,27,68,291,309,204,231,299,277,365,456,483,485,636,852,633,612,506,509,147,7412,196.871,562.553,5
"까치산",38,0,0,0,0,967,1899,6937,6872,2830,1596,1304,1400,1202,911,921,1002,1093,1223,925,625,523,392,266,32926,345.771,650.367,25
"낙성대",85,0,0,0,2,533,1342,4970,6431,2970,1304,1146,1153,1221,1101,1142,1609,1902,2504,1607,1126,1233,1051,503,34935,705.295,905.413,2
"남구로",50,0,0,0,0,677,789,1904,2098,1100,605,528,598,503,522,577,625,929,2983,2052,1160,866,717,310,19593,444.704,768.553,7
