"가락시장",47,0,0,0,0,158,287,470,776,825,850,1010,1061,1056,932,946,940,974,774,522,396,406,351,149,12930,1157.223,868.944,38
"가산디지털단지",129,0,0,0,0,243,240,455,492,519,560,710,1001,1388,1385,1654,2025,2782,2687,1913,1581,1882,819,299,22764,390.518,763.918,17
"강남",11,0,0,0,19,841,1132,1124,1495,1855,2562,3375,4676,5851,6257,6983,7831,8308,7374,5258,4780,5840,6567,3747,85886,889.279,908.681,2
"강남구청",125,0,0,0,0,84,167,223,321,391,458,585,868,993,1187,1204,1464,1592,1322,1196,905,1043,957,526,15611,985.804,752.112,7
"강동",51,0,0,0,0,339,479,843,1400,1348,1304,1352,1511,1597,1625,1669,1586,1649,1340,776,502,420,382,155,20328,1264.418,716.373,5
"강동구청",16,0,0,0,0,118,229,415,622,625,558,546,616,689,587,600,556,634,481,276,217,222,161,62,8230,1194.134,748.703,8
"강변",8,0,0,0,2,388,788,1272,2651,3435,4303,4894,4841,4737,4977,4705,4627,4713,4338,3752,3313,2654,2094,821,63313,1096.235,670.037,2
"개화산",10,0,0,0,0,105,180,357,403,390,376,377,368,383,334,374,402,449,449,248,160,98,106,55,5624,201.505,530.358,5
"거여",8,0,0,0,0,153,224,414,637,571,512,543,498,583,442,460,459,390,347,185,155,156,104,47,6888,1314.81,896.19,5
"건대입구",208,0,0,0,18,1210,1267,1580,2640,2776,2524,2798,3338,4024,4236,4342,4735,5088,4989,3772,3746,3934,4229,2521,63975,1077.788,603.785,27
"경복궁",1,0,0,0,1,99,167,334,582,762,706,1004,1380,1623,1789,2242,2228,2367,1929,1192,908,825,668,246,21053,719.128,313.009,3
"경찰병원",0,0,0,0,0,54,134,242,375,403,368,428,396,439,362,363,346,381,276,163,132,120,90,45,5117,1241.478,840.421,3
"고덕",26,0,0,0,0,78,167,268,416,524,509,562,671,676,590,622,634,573,482,324,233,202,159,67,7783,1355.677,671.859,5
"고려대",38,0,0,0,0,127,175,374,533,517,480,563,725,653,632,690,824,940,835,426,326,321,493,178,9850,1025.302,331.115,6
"고속터미널",112,0,0,0,0,521,501,1201,2079,3387,4410,5787,6130,6963,7446,7658,7714,8032,8210,7198,7931,7312,5660,2235,100487,850.837,837.545,37
"공덕",199,0,0,0,0,287,398,612,975,1130,1109,1235,1484,1954,1784,1708,1852,1774,1822,1308,1809,4186,4215,2028,31869,620.999,617.697,56
"공릉",72,0,0,0,0,242,354,572,945,876,898,885,863,999,958,759,817,705,591,378,338,298,303,176,12029,1193.903,282.891,7
"광나루",51,0,0,0,0,132,276,518,929,1000,847,940,1093,1224,1348,1444,1382,1404,1415,774,508,441,445,144,16315,1137.21,656.679,5
"광명사거리",71,0,0,0,0,744,1022,1741,2413,1983,1809,1687,1732,1851,1656,1656,1720,1861,1675,1258,819,757,503,259,27217,330.852,768.553,7
"광화문",160,0,0,0,0,47,126,191,334,453,546,826,1265,1855,2455,2779,3356,4480,4157,2726,1930,1768,1386,549,31389,683.564,369.616,5
"광흥창",37,0,0,0,0,124,171,274,440,511,449,561,605,550,483,573,562,534,445,263,765,1746,958,270,10321,539.321,601.189,6
"교대",2,0,0,0,1,184,679,671,1138,1504,1625,2056,2632,3111,3317,3041,3131,3072,3113,2212,2131,2362,2521,907,39410,846.203,910.047,23
"구로디지털단지",0,0,0,0,10,1665,1554,2298,3595,3769,3228,3208,3230,3182,3094,3088,2962,3532,3096,2151,1592,1574,1451,774,49053,500.574,802.592,2
"구산",21,0,0,0,0,146,229,367,586,543,467,524,557,564,622,448,508,484,631,291,177,142,145,47,7499,385.971,343.656,6
"구의",0,0,0,0,2,432,636,946,1837,1711,1355,1321,1469,1473,1348,1208,1346,1274,1262,774,576,531,442,232,20175,1093.556,637.513,2
"구파발",0,0,0,0,3,243,456,900,1317,1298,1174,1142,1328,1227,1270,1214,1283,1389,945,549,268,224,144,70,16444,331.775,313.009,3
"군자",166,0,0,0,0,420,662,991,1698,1639,1387,1405,1519,1638,1571,1569,1668,1820,1747,1114,881,986,850,444,24175,1137.211,608.45,57
"굽은다리",19,0,0,0,0,176,280,534,778,687,652,633,710,833,755,673,728,700,510,327,319,315,225,63,9917,1327.622,709.451,5
