"가락시장",95,0,0,0,1,151,399,1430,1533,1042,825,900,848,999,875,1111,1180,1617,2333,1294,790,820,812,367,19422,1157.223,868.944,38
"가산디지털단지",234,0,0,0,0,184,346,802,910,717,728,865,1202,1556,1529,1941,2179,5222,14189,7549,3895,4337,2635,1463,52483,390.518,763.918,17
"강남",3064,0,0,0,3,562,1052,2426,4004,3007,2827,3731,4501,5947,6217,7138,7853,11059,17574,12955,9355,11859,14436,10645,140215,889.279,908.681,2
"강남구청",144,0,0,0,0,109,214,463,778,464,480,586,676,828,938,1194,1252,1767,4039,2801,1599,1612,1802,1015,22761,985.804,752.112,7
"강동",55,0,0,0,0,324,832,2913,3797,1702,1080,956,973,925,792,864,1013,1667,2132,1197,742,605,528,294,23391,1264.418,716.373,5
"강동구청",22,0,0,0,0,137,462,1458,2164,953,604,551,545,597,492,604,726,872,1371,706,458,417,392,176,13707,1194.134,748.703,8
"강변",247,0,0,0,0,370,1166,4521,6883,4093,3229,3020,2953,3291,3053,3249,3670,4436,4882,4441,3631,3118,2256,1112,63621,1096.235,670.037,2
"개화산",5,0,0,0,0,135,330,1186,1007,467,295,385,371,333,257,257,350,493,883,382,246,227,163,89,7861,201.505,530.358,5
"거여",2,0,0,0,0,168,434,1476,1390,653,490,374,413,414,381,428,451,538,552,323,254,259,155,77,9232,1314.81,896.19,5
"건대입구",1300,1,0,0,8,923,1420,3738,6076,3774,2229,2313,2569,2981,3083,3550,4113,4960,5817,4844,4590,5237,6383,5237,75146,1077.788,603.785,27
"경복궁",118,0,0,0,4,93,235,726,1081,906,864,1583,1309,1454,2209,1726,2093,2780,4414,2149,1491,1779,1831,890,29735,719.128,313.009,3
"경찰병원",26,0,0,0,0,72,282,1013,1015,553,446,386,419,375,442,435,448,638,1103,493,293,313,212,104,9068,1241.478,840.421,3
"고덕",34,0,0,0,0,107,351,1223,1077,568,489,618,547,539,480,586,778,866,844,435,320,310,285,146,10603,1355.677,671.859,5
"고려대",43,0,0,0,0,120,296,1160,1471,638,449,374,464,540,501,664,695,1012,1240,582,413,363,364,226,11615,1025.302,331.115,6
"고속터미널",544,0,0,0,0,378,480,1772,2966,2978,3063,3927,4878,5180,5795,6373,6865,8357,9470,9021,8879,8413,6611,2823,98773,850.837,837.545,37
"공덕",225,0,0,0,0,241,523,1705,2536,1487,1190,1410,1646,1690,1720,2061,2249,3018,7133,3847,2248,2293,2478,1648,41348,620.999,617.697,56
"공릉",75,0,0,0,0,205,572,1922,2099,938,677,680,728,847,763,927,1173,1019,1092,738,563,487,512,336,16353,1193.903,282.891,7
"광나루",37,0,0,0,0,128,572,1957,2653,1282,819,806,726,799,720,826,978,1242,1749,999,661,587,552,262,18355,1137.21,656.679,5
"광명사거리",59,0,0,0,0,791,1578,5037,6132,2544,1499,1194,1317,1196,1132,1165,1393,1771,1924,1402,974,939,645,364,33056,330.852,768.553,7
"광화문",242,0,0,0,0,49,175,548,777,770,924,1854,1893,1931,2180,2620,2601,4174,8965,4573,3008,3593,3207,2655,46739,683.564,369.616,5
"광흥창",35,0,0,0,0,84,281,828,1086,598,440,560,529,535,628,518,650,943,1504,767,555,465,440,222,11668,539.321,601.189,6
"교대",895,0,0,0,1,179,631,1720,2521,2136,2176,2858,2738,3398,4103,4309,4274,5692,11067,5936,4143,4494,4991,3308,71570,846.203,910.047,23
"구로디지털단지",458,0,0,0,0,1433,2340,6801,9803,5083,2944,2565,2675,2779,2519,2730,3000,4665,10711,6695,3397,3145,3221,1954,78918,500.574,802.592,2
"구산",10,0,0,0,0,148,411,1313,1773,845,481,377,433,415,345,529,527,516,511,327,213,239,264,108,9785,385.971,343.656,6
"구의",125,0,0,0,0,409,979,3008,4886,2511,1355,1245,1103,1429,1217,1125,1365,1742,2391,1353,894,824,894,608,29463,1093.556,637.513,2
"구파발",22,1,0,0,1,258,1076,3703,3909,2008,1100,889,708,726,652,721,882,944,910,544,286,261,203,111,19915,331.775,313.009,3
"군자",144,0,0,0,0,396,935,3120,4887,2272,1171,1044,1047,1172,1120,1165,1245,1673,2465,1801,1196,1283,1344,967,30447,1137.211,608.45,57
"굽은다리",13,0,0,0,0,220,488,1834,1862,939,554,537,606,568,477,512,604,680,794,533,347,331,329,100,12328,1327.622,709.451,5
"금호",16,0,0,0,1,155,332,1132,1601,965,600,521,470,508,395,425,517,546,607,361,241,207,189,118,9907,892.776,572.028,3
"길동",14,0,0,0,0,157,330,1198,1409,594,390,396,424,422,392,396,428,670,718,496,328,327,343,123,9555,1300.476,716.373,5
"길음",83,0,0,0,5,382,1387,5077,5210,2635,1546,1345,1348,1377,1249,1315,1600,2017,2252,1469,1015,800,738,463,33313,945.448,299.641,4
"김포공항",25,0,0,0,0,34,64,280,286,215,191,307,406,447,540,842,664,765,1050,843,712,740,739,274,9424,196.871,562.553,5
"까치산",48,0,0,0,0,785,1556,5980,7138,3069,1607,1341,1397,1309,1221,1244,1352,1527,1752,1135,740,617,558,370,34746,345.771,650.367,25
"낙성대",212,0,0,0,1,442,1111,4207,6392,3153,1546,1285,1443,1299,1301,1463,1415,2031,2759,1866,1309,1142,1100,798,36275,705.295,905.413,2
"남구로",56,0,0,0,0,553,727,1746,2060,1108,705,537,561,664,552,590,681,1076,2936,1751,992,788,624,372,19079,444.704,768.553,7
"남부터미널",178,0,0,0,1,107,349,1186,1932,1597,1598,1935,1937,2219,2446,2604,2798,3801,7389,4398,3103,3489,3028,1522,47617,861.91,944.582,3
"남성",37,0,0,0,0,214,476,1762,2601,1266,742,636,546,606,524,587,632,727,784,517,394,401,306,157,13915,724.94,841.584,7
"남태령",1,0,0,0,0,15,22,72,130,88,71,54,102,41,135,78,73,108,296,155,62,20,31,7,1561,757.353,946.698,4
"내방",58,0,0,0,0,98,288,815,1333,846,613,615,616,705,857,917,1011,1525,2911,1401,855,919,834,422,17639,803.566,841.584,7
"노원",381,0,0,0,5,657,1884,4875,5337,2880,2372,2345,2646,2801,2785,3015,3482,3767,4054,2788,2793,2520,2558,1831,55776,1063.814,192.852,47
"녹번",22,0,0,0,0,305,833,2945,3691,1780,1043,918,854,847,749,691,755,910,1110,635,342,359,271,140,19200,504.454,313.009,3
"녹사평",27,0,0,0,0,33,78,259,421,232,225,268,267,247,245,274,371,550,731,412,330,418,565,486,6439,738.161,622.157,6
"논현",395,0,0,0,0,175,265,538,872,756,631,634,727,844,893,1038,1200,1851,4056,3043,1938,2155,2301,1961,26273,953.958,835.849,7
