"가락시장",1,0,0,0,0,85,164,255,380,610,563,533,660,616,672,578,550,644,419,403,306,303,278,119,8139,1157.223,868.944,38
"가산디지털단지",1,0,0,0,0,127,182,218,309,402,422,431,578,725,994,1316,1664,1992,1749,1624,1419,1549,663,192,16557,390.518,763.918,17
"강남",0,0,0,0,12,1007,1088,1125,1083,1480,1435,2244,2467,3912,4125,4651,4806,5330,5260,4432,4650,5865,5103,2189,62264,889.279,908.681,2
"강남구청",1,0,0,0,0,81,155,196,246,260,267,333,364,764,609,665,741,667,713,679,741,837,544,166,9029,985.804,752.112,7
"강동",1,0,0,0,0,194,297,537,925,1007,957,997,1009,1146,1022,974,920,855,720,598,575,556,389,89,13768,1264.418,716.373,5
"강동구청",1,0,0,0,0,81,150,222,364,393,444,452,536,514,472,411,375,383,278,254,189,207,126,62,5914,1194.134,748.703,8
"강변",0,0,0,0,4,310,560,1069,1727,2533,2739,3167,3410,3389,3017,3251,3527,3798,3713,3762,3649,3420,3264,1029,51338,1096.235,670.037,2
"개화산",3,0,0,0,0,104,124,200,290,321,298,256,268,257,287,292,255,236,235,157,117,119,84,31,3934,201.505,530.358,5
"거여",1,0,0,0,0,90,179,233,374,429,447,381,383,428,346,313,225,225,208,171,171,113,91,39,4847,1314.81,896.19,5
"건대입구",2,0,0,0,34,1262,1139,1296,1762,2216,2069,2779,3794,3679,3684,3633,3973,3917,3845,3658,4326,3945,3672,1677,56362,1077.788,603.785,27
"경복궁",0,0,0,0,0,72,125,211,399,575,525,596,923,1144,1364,1494,1557,1873,1313,900,722,609,482,151,15035,719.128,313.009,3
"경찰병원",0,0,0,0,0,37,83,135,268,241,262,278,301,270,267,228,245,204,166,118,108,112,103,31,3457,1241.478,840.421,3
"고덕",0,0,0,0,0,61,87,194,287,312,313,378,414,412,449,424,444,499,330,276,227,204,145,37,5493,1355.677,671.859,5
"고려대",0,0,0,0,0,96,149,252,322,362,424,379,538,601,548,412,545,519,405,344,530,340,260,132,7158,1025.302,331.115,6
"고속터미널",0,0,0,0,2,430,390,895,1367,2033,2508,3135,3939,4573,5532,5941,6940,7442,8070,7482,7843,7571,6179,2790,85062,850.837,837.545,37
"공덕",6,0,0,0,0,162,281,371,714,791,776,933,1597,1146,1238,1031,994,1032,924,716,766,677,574,280,15009,620.999,617.697,56
"공릉",2,0,0,0,0,158,246,390,516,652,704,554,678,703,632,570,552,548,436,384,386,338,285,141,8875,1193.903,282.891,7
"광나루",0,0,0,0,0,190,304,388,530,714,736,1064,1500,841,784,742,865,851,677,503,419,454,501,160,12223,1137.21,656.679,5
"광명사거리",5,0,0,0,0,442,595,853,1369,1622,1563,1475,1561,1560,1542,1324,1211,1235,1083,1019,809,764,485,180,20697,330.852,768.553,7
"광화문",5,0,0,0,0,51,100,238,277,347,407,507,967,1431,1792,2085,2418,2466,2377,1856,2239,2137,1419,391,23510,683.564,369.616,5
"광흥창",0,0,0,0,0,52,113,169,261,326,370,327,389,430,355,377,357,343,292,238,203,207,143,63,5015,539.321,601.189,6
"교대",0,0,0,0,0,184,426,494,657,907,902,1029,1495,1845,1660,1714,1720,2037,2155,1395,1545,1674,1991,618,24448,846.203,910.047,23
"구로디지털단지",0,0,0,0,1,830,953,1444,2236,2904,2441,2322,2452,2584,2433,2310,2290,2482,1994,1831,1522,1273,986,442,35730,500.574,802.592,2
"구산",0,0,0,0,0,88,131,213,329,384,378,379,395,449,400,363,318,249,227,180,145,153,100,27,4908,385.971,343.656,6
"구의",0,0,0,0,4,225,440,580,962,1233,1074,1017,1030,1099,951,885,818,859,707,632,563,602,386,192,14259,1093.556,637.513,2
"구파발",2,0,0,0,4,148,338,447,801,914,988,942,1103,1016,952,1046,1037,989,729,490,278,219,132,42,12617,331.775,313.009,3
"군자",10,0,0,0,0,270,429,595,999,1296,1166,1065,1195,1213,1228,1121,1034,1158,1135,975,1038,857,736,323,17843,1137.211,608.45,57
