"가락시장",74,0,0,0,0,176,465,1412,1467,989,864,835,757,771,690,856,957,1227,1971,1133,788,749,568,293,17042,1157.223,868.944,38
"가산디지털단지",155,0,0,0,0,230,393,843,834,701,760,797,1082,1289,1273,1566,1656,3815,12081,6865,4310,4663,2702,1195,47210,390.518,763.918,17
"강남",1053,0,0,0,3,507,1119,2493,3873,2883,3005,3568,4482,5821,5405,6343,7433,9123,15355,11356,8881,11029,11892,4934,120558,889.279,908.681,2
"강남구청",107,0,0,0,0,90,229,458,514,442,392,483,550,555,712,946,952,1357,3519,2858,1655,1714,1333,652,19518,985.804,752.112,7
"강동",46,0,0,0,0,388,961,3078,3337,1582,951,828,797,731,673,742,786,1262,1785,1099,643,622,439,185,20935,1264.418,716.373,5
"강동구청",21,0,0,0,0,150,486,1583,1851,812,521,463,383,479,414,516,560,693,1189,595,376,384,249,98,11823,1194.134,748.703,8
"강변",154,0,0,0,2,404,1481,4884,6647,3861,2899,2730,2546,2757,2445,2456,2668,3172,3493,2567,2432,1932,1609,755,51894,1096.235,670.037,2
"개화산",8,0,0,0,0,152,401,1285,925,438,283,283,311,315,294,279,284,484,746,368,225,212,149,51,7493,201.505,530.358,5
"거여",7,0,0,0,0,189,522,1605,1334,569,403,359,341,323,281,311,481,467,525,353,218,198,128,70,8684,1314.81,896.19,5
"건대입구",581,0,0,0,11,891,1466,3986,6001,3451,2008,2002,2350,2526,2632,3024,3122,3682,4707,4017,3895,4359,4425,2856,61992,1077.788,603.785,27
"경복궁",58,0,0,0,4,114,308,802,1028,903,690,801,834,1078,1212,1296,1947,2189,4213,1902,1383,1406,1184,469,23821,719.128,313.009,3
"경찰병원",8,0,0,0,0,79,324,1082,974,480,416,386,322,359,388,419,412,479,901,426,286,287,189,75,8292,1241.478,840.421,3
"고덕",30,0,0,0,0,126,502,1268,882,497,456,428,520,414,482,746,639,781,751,366,271,298,302,78,9837,1355.677,671.859,5
"고려대",29,0,0,0,0,160,304,1256,1325,596,344,330,419,477,410,403,520,792,973,505,450,409,390,186,10278,1025.302,331.115,6
"고속터미널",233,0,0,0,0,345,545,1891,2737,2949,2797,3267,3842,4207,4329,4901,5393,6199,7172,5939,6222,5000,3590,1545,73103,850.837,837.545,37
"공덕",144,0,0,0,0,265,646,1893,2367,1298,1160,1143,1186,1578,1453,1465,2299,2574,6347,3451,2324,2073,1793,918,36377,620.999,617.697,56
"공릉",50,0,0,0,0,242,600,2004,1873,897,601,563,640,902,640,560,651,657,866,546,408,360,333,193,13586,1193.903,282.891,7
"광나루",31,0,0,0,0,156,608,2063,2287,1114,687,597,576,637,623,650,803,947,1494,921,612,505,537,183,16031,1137.21,656.679,5
"광명사거리",60,0,0,0,0,851,1849,5496,5660,2380,1316,1121,1187,1159,943,914,1080,1270,1604,1231,895,770,546,252,30584,330.852,768.553,7
