"가락시장",67,0,0,0,0,165,428,1350,1746,1152,885,988,833,891,885,1082,1217,1548,2183,1101,800,870,710,318,19219,1157.223,868.944,38
"가산디지털단지",127,0,0,0,0,188,348,887,960,724,744,859,1124,1440,1479,1696,1907,4612,13157,7541,4677,5127,2916,1208,51721,390.518,763.918,17
"강남",1060,0,0,0,9,401,968,2523,4238,2857,2770,3569,4227,5407,5253,6103,6727,8963,15051,11247,8809,11543,11397,5006,118128,889.279,908.681,2
"강남구청",114,0,0,0,0,101,243,483,655,472,475,559,560,668,778,1105,1160,1604,3618,2745,1825,1865,1516,708,21254,985.804,752.112,7
"강동",39,0,0,0,0,333,945,3132,4157,1830,1179,965,957,923,742,805,858,1585,1967,1049,632,558,397,225,23278,1264.418,716.373,5
"강동구청",18,0,0,0,0,137,425,1602,2115,1000,645,603,562,567,455,518,589,725,1307,676,422,415,267,126,13174,1194.134,748.703,8
"강변",132,0,0,0,0,391,1306,4893,7093,4105,3027,2775,2467,2540,2474,2390,2585,2948,3361,2470,1619,1481,1314,626,49997,1096.235,670.037,2
"개화산",9,0,0,0,0,146,343,1248,995,473,320,445,386,290,284,255,284,463,781,385,263,140,109,58,7677,201.505,530.358,5
"거여",6,0,0,0,0,167,483,1563,1493,754,436,376,408,415,338,277,523,449,613,313,252,217,145,53,9281,1314.81,896.19,5
"건대입구",574,0,0,0,12,771,1308,3997,6572,3642,2233,2130,2396,2827,2837,3050,3858,4454,5193,4187,4415,4571,4856,2650,66533,1077.788,603.785,27
"경복궁",106,0,0,0,0,96,265,711,1149,949,891,1069,1198,1411,1506,1654,2201,2739,4432,2053,1566,1713,1519,596,27824,719.128,313.009,3
"경찰병원",10,0,0,0,0,79,280,1091,1128,609,510,475,353,375,387,433,439,467,949,436,320,312,263,96,9012,1241.478,840.421,3
"고덕",36,0,0,0,0,125,427,1338,1221,739,530,662,583,526,501,503,671,769,731,386,297,269,223,87,10624,1355.677,671.859,5
