2013-01-01,공,1,2,0,2|3,을지로3가,00,2,12
2013-01-02,수,0,3,1,2|3,을지로3가,00,149,46
2013-01-03,목,0,4,1,2|3,을지로3가,00,151,67
2013-01-04,금,0,5,1,2|3,을지로3가,00,204,76
2013-01-05,토,0,6,0,2|3,을지로3가,00,0,38
2013-01-06,일,0,0,0,2|3,을지로3가,00,0,1
2013-01-07,월,0,1,1,2|3,을지로3가,00,116,44
2013-01-08,화,0,2,1,2|3,을지로3가,00,146,39
2013-01-09,수,0,3,1,2|3,을지로3가,00,120,48
2013-01-10,목,0,4,1,2|3,을지로3가,00,165,80
2013-01-11,금,0,5,1,2|3,을지로3가,00,223,68
2013-01-12,토,0,6,0,2|3,을지로3가,00,0,37
2013-01-13,일,0,0,0,2|3,을지로3가,00,0,20
2013-01-14,월,0,1,1,2|3,을지로3가,00,133,42
2013-01-15,화,0,2,1,2|3,을지로3가,00,127,54
2013-01-16,수,0,3,1,2|3,을지로3가,00,158,60
2013-01-17,목,0,4,1,2|3,을지로3가,00,194,61
2013-01-18,금,0,5,1,2|3,을지로3가,00,184,94
2013-01-19,토,0,6,0,2|3,을지로3가,00,0,39
2013-01-20,일,0,0,0,2|3,을지로3가,00,0,9
2013-01-21,월,0,1,1,2|3,을지로3가,00,128,44
2013-01-22,화,0,2,1,2|3,을지로3가,00,140,51
2013-01-23,수,0,3,1,2|3,을지로3가,00,144,45
2013-01-24,목,0,4,1,2|3,을지로3가,00,155,64
2013-01-25,금,0,5,1,2|3,을지로3가,00,185,136
2013-01-26,토,0,6,0,2|3,을지로3가,00,0,24
2013-01-27,일,0,0,0,2|3,을지로3가,00,0,10
2013-01-28,월,0,1,1,2|3,을지로3가,00,135,41
2013-01-29,화,0,2,1,2|3,을지로3가,00,131,50
2013-01-30,수,0,3,1,2|3,을지로3가,00,142,62
2013-01-31,목,0,4,1,2|3,을지로3가,00,203,84
2013-02-01,금,0,5,1,2|3,을지로3가,00,196,84
2013-02-02,토,0,6,0,2|3,을지로3가,00,2,40
2013-02-03,일,0,0,0,2|3,을지로3가,00,3,25
